name,sku,available,purchase_option,price,cost_price,container_water_weight,container_sweets_weight,width,height,depth,weight,description,meta_description,brand,type[Butter],type[Caramel],type[Chewy],type[Chocolate],type[Dried Fruit],type[Fizzy],type[Gum],type[Gummy],type[Hard],type[Jelly],type[Liquorice],type[Lollipop],type[Mint],type[Nougat],type[Novelty],type[Nuts],type[Sherbet],type[Traditional],type[Toffee],type[Wrapped],flavour[Aniseed],flavour[Apple],flavour[Banana],flavour[Blackcurrant],flavour[Bubblegum],flavour[Cherry],flavour[Chocolate],flavour[Coconut],flavour[Cola],flavour[Cream],flavour[Custard],flavour[Mixed Fruit],flavour[Ginger],flavour[Lemon],flavour[Lime],flavour[Mint],flavour[Orange],flavour[Pear],flavour[Raspberry],flavour[Rhubarb],flavour[Salt],flavour[Sour],flavour[Strawberry],flavour[Toffee],flavour[Vanilla],flavour[Watermelon],colour[Black],colour[Blue],colour[Brown],colour[Green],colour[Orange],colour[Pink],colour[Purple],colour[Rainbow],colour[Red],colour[White],colour[Yellow],contains[Alcohol],contains[Gluten],contains[Lactose],contains[Nuts],contains[Sugar],contains[Gelatin],ingredients,serving_size,energy,protein,carbohydrates,fat
Daim Bar,HBG-CB-004-01,FALSE,0,0.6,0.3,,,135,40,3,0,Crunchy butter almond bar covered in milk chocolate.,Daim Bar only . Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,"Sugar, Vegetable Fat, Cocoa Butter, Skimmed Milk Powder, Butter, Cocoa Mass, Milk Fat, Whey Powder, Almonds, Sweetened Condensed Skimmed Milk, Salt, Emulsifier (Soy Lecithin), Flavouring",28,150,1,16.5,9
Dairy Milk Little Bars,HBG-CB-005-01,FALSE,0,0.25,0.15,,,155,35,3,0,Cadbury’s milk chocolate bar.,Dairy Milk Little Bars only 25p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Cadburys,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,22,110,1.6,12,6.3
Dark Chocolate Gingers,HBG-JR-036-01,TRUE,1,0.012,0.008,919,826,,,,,Ginger wrapped in dark chocolate.,Dark Chocolate Gingers only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,1,,,,,,
Dark Ginger,HBG-NV-012-01,FALSE,3,1.2,0.8,,,,,,13,Ginger flavoured ganache with a crystallised ginger decoration.,Dark Ginger chocolates only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,,,,,,
Devon Toffees,HBG-JR-037-01,TRUE,1,0.012,0.008,919,484,,,,,Sugar free creamy Devon toffees.,Devon Toffees only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,1,1,,1,"Maltitol, Isomalt, Hydrogenated Palm Kernal Oil, Whole Milk Powder, Butter, Salt, Emulsifier: Soya Lecithin E322",,,,,
Dolly Mixtures,HBG-JR-038-01,TRUE,1,0.01,0.006,919,708,,,,,Multi coloured fondant shapes.,Dolly Mixtures only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,1,,1,1,1,1,1,,,,,,
Double Dip,HBG-SI-017-01,FALSE,0,0.35,0.2,,,193,150,3,27,"Two pouches of sherbet, orange and cherry flavour, comes with a swizzle stick for dipping.",Double Dip sweets only 35p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"Sugar, Dextrose, Citric Acid, Tartaric Acid, Sodium Bicarbonate, Cornflour, Modified Starch, Stearic Acid, Magnesium Carbonate, Magnesium Strearate, Flavourings, Beetroot Red, Curcumin, Lutein",,,,,
Double Lollies,HBG-SI-018-01,FALSE,0,0.15,0.06,,,85,29,26,9,,Double Lollies sweets only 15p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Dracula Teeth,HBG-PM-012-01,FALSE,1,0.01,0.005,919,0,,,,,,Dracula Teeth only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Drops (Butter - Sugar Free),HBG-JR-039-01,TRUE,1,0.012,0.008,919,476,,,,,,Sugar Free Butter Drops only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,,
Drops (Dew),HBG-JR-039-02,FALSE,1,0.01,0.006,919,740,,,,,Small soft fruity jelly pieces with a sugar coating,Dew Drops only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,1,,,1,1,,1,,1,1,1,,1,"Sugar, Glucose Syrup, Maize Starch, Water, Citric Acid, Flavourings, Natural Colours: Anthocyanins, Curcumin, Capsanthin, Vegetable Concentrates (Nettle, Spinach)",,,,,
Drops (Fruit - Sugar Free),HBG-JR-039-03,FALSE,1,0.012,0.008,919,0,,,,,,Sugar Free Fruit Drops only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,1,1,1,1,,,,,,
Drops (Pear - Large),HBG-JR-039-06,FALSE,1,0.01,0.006,919,0,,,,,"Large, hard boiled pear flavoured sweets.",Large Pear Drops only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,1,1,1,,1,"Sugar, Glucose Syrup, Citric Acid, Colours: E104, E129",,,,,
Drops (Pear - Small),HBG-JR-039-05,TRUE,1,0.01,0.006,919,806,,,,,"Small, hard boiled pear flavoured sweets.",Small Pear Drops only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,1,1,1,,1,"Sugar, Glucose, Citric Acid, Flavourings, Colours: E104, E129",,,,,
Drops (Pear - Sugar Free),HBG-JR-039-04,TRUE,1,0.012,0.008,919,537,,,,,"Sugar free, hard boiled sweets with pear flavouring.",Sugar Free Pear Drops only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,1,1,1,,1,"Isomalt, Citric Acid, Flavouring, Sweetener: Sucralose, Colours: E129 E102",,,,,
Drops (Tom Thumb Fruit),HBG-JR-039-07,TRUE,1,0.012,0.006,919,793,,,,,Fruit flavoured hard boiled pips.,Tom Thumb Fruit Drops only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,1,,,1,,,,,,,"Sugar, Glucose, Citric Acid, Flavouring, Colours: E129, E102, E142, E110",,,,,
Drumstick,HBG-SI-019-01,FALSE,0,0.1,0.05,,,100,15,10,0,Small wrapped raspberry and milk chews.,Drumstick sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,"Glucose Syrup, Sugar, Vegetable Oil, Acidity Regulator (Citric Acid), Gelatine, Emulsifier (Glycerol Mono Stearate), Flavouring, Natural Colour",,,,,
Drumstick Bar,HBG-SI-020-01,FALSE,0,0.2,0.12,,,180,30,3,0,Raspberry and milk flavoured chew bar.,Drumstick Bar sweets only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,"Glucose Syrup, Sugar, Vegetable Oil, Acidity Regulator (Citric Acid), Gelatine, Emulsifier (Glycerol Mono Stearate), Flavouring, Natural Colours",,,,,
Duncan's Chocolate Stacks,HBG-NV-013-01,FALSE,0,5.99,3.76,,,0,0,0,0,Assorted chocolate stacks game in gift box.,Duncan's Chocolate Stacks set only Ł5.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Dutch Liquorice  (Buttons - Soft & Sweet),HBG-JR-040-01,TRUE,1,0.012,0.0065,919,770,,,,,Salt liquorice buttons with a chewy texture.,Dutch Buttons Soft & Sweet only Ł1.40/100g. Traditional sweets and more at Humbugs Confectionery  Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,1,1,1,,,,,,
Dutch Liquorice  (Cats),HBG-JR-040-03,FALSE,1,0.012,0.0065,919,0,,,,,Cat shaped liquorice with a violet flavour.,Dutch Cats Violet & Liquorice only Ł1.40/100g. Traditional sweets and more at Humbugs Confectionery  Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,1,1,1,,,,,,
Dutch Liquorice  (Coins),HBG-JR-040-02,FALSE,1,0.012,0.0065,919,699,,,,,"Salty liquorice coins that are fairly strong in flavour. With their hard texture, they are quite pleasurable to chew, so the experience lasts.",Dutch Coins only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery  Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,1,1,1,"Sweetener: Maltitol; Modified Wheat Starch, Gelatine, Liquorice Extract, Ammonium Chloride, Flavour, Glazing Agent: Vegetable Oil, Beeswax. Contains Gluten.",,,,,
Dutch Liquorice  (Double Zout),HBG-JR-040-04,FALSE,1,0.016,0.0094,919,0,,,,,Double salt liquorice.,Dutch Double Zout only Ł1.60/100g. Traditional sweets and more at Humbugs Confectionery  Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,1,,1,"Modified Starch, Sugar, Glucose Syrup, Ammonium Chloride, Molasses, Colour Caramel, Liquorice Extract, Flavours, Glazing Agent: Vegetable Oil, Bees Wax",,,,,
Dutch Liquorice  (School Chalks),HBG-JR-040-05,TRUE,1,0.016,0.0075,919,759,,,,,Salt liquorice school chalks.,Dutch School Chalks only Ł1.60/100g. Traditional sweets and more at Humbugs Confectionery  Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,1,1,1,1,"Sugar, Molasses, Glucose Syrup, Wheat Flour, Liquorice Extract, Coco Fat, Ammonium Chloride, Stabiliser (E420), Vegetable Oil, Gelatine, Glazing Agent (E904), Colours (E171), Flavours. Contains Gluten.",,,,,
Dutch Liquorice  (Zout),HBG-JR-040-06,FALSE,1,0.016,0.0075,919,717,,,,,Salt liquorice.,Dutch Zout Liquorice only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery  Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,1,1,1,,,,,,
Eclairs ( Sugar Free),HBG-JR-041-01,TRUE,1,0.013,0.008,919,491,,,,,Individually wrapped sugar free chewy caramels with a milk chocolate centre.,Sugar Free Eclairs only Ł1.20/100g. traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,1,1,,1,,,,,,
Eclairs (Banana Split Toffees),HBG-JR-041-02,FALSE,1,0.01,0.006,919,0,,,,,Creamy toffee with a banana cream centre.,Banana Split Toffee Eclairs only Ł1.00/100g. traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Walkers-Nonsuch,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,1,1,1,,1,"Glucose Syrup, Sugar, Sweetened Condensed Milk (18%), White Chocolate (16%) (Sugar, Whole Milk Powder, Cocoa Butter, Skimmed Milk Powder. Emulsifier: Soya Lecithin) Vegetable Oil, Butter (3%), Salt, Molasses, Emulsifier (E471)",100,501,2.75,72.4,22.2
Eclairs (Milk Chocolate),HBG-JR-041-03,FALSE,1,0.01,0.006,919,0,,,,,Individually wrapped chewy caramels with a milk chocolate centre.,Milk Chocolate Eclairs only Ł1.00/100g. traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Walkers-Nonsuch,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,1,1,,1,"Glucose Syrup, Sugar, Sweetened Condensed Milk 18%, Milk Chocolate 16% ((Cocoa Solids 35%, Milk Solids 14%), Sugar, Cocoa Mass 36%, Whole Milk Powder 15%, Soya Lecithin, Vanilline Flavour), Vegetable Oil (Palm Oil), Butter 4%, Salt, Molasses, Emulsifier (E471), Flavourings",100,506,2.9,70.9,23.4
Edinburgh Rock,HBG-JR-042-01,FALSE,1,0.014,0.008,919,513,,,,,Sot and crumbly rock.,Edinburgh Rock only Ł1.40/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,1,1,,,"Sugar, Citric Acid, Cream of Tartar, Ground Ginger, Flavouring, E102, E124, E129, E142",,,,,
English Creamy Toffees,HBG-JR-043-01,FALSE,1,0.01,0.006,919,0,,,,,Individually wrapped creamy toffees.,English Creamy Toffees sweets only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Walkers-Nonsuch,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,1,1,,1,"Glucose Syrup, Sugar, Sweetened Condensed Milk 21%, Vegetable Oil (Palm Oil), Butter 4%, Salt, Molasses, Emulsifier (E471), Flavourings",100,480,2,72.1,20.4
Everton Mints,HBG-JR-044-01,TRUE,1,0.01,0.004,919,609,,,,,Black and white mint flavoured sweets with a toffee centre.,Everton Mints only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,1,1,,1,"Sugar, Glucose, Sweetened Condensed Milk, Hard Palm Kernal Oil, Flavour, Salt, Colour (E153). Emulsifier: Soya Lecithin",,,,,
Everton Mints (Sugar Free),HBG-JR-044-02,TRUE,1,0.01,0.008,919,547,,,,,Sugar free black and white mint flavoured sweets with a toffee centre.,Sugar Free Everton Mints only Ł1.20g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,1,1,1,1,,,,,,
Expressa,HBG-NV-014-01,FALSE,3,0.0399,0.01596,,,290,145,40,,Coffee cream and gianduja.,Expressa chocolates only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,1,1,,,,,,
Extra Strong Mints,HBG-JR-045-01,FALSE,1,0.01,0.004,919,0,,,,,Traditional hot mints.,Extra Strong Mints only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,,,,,,
Fake Teeth,HBG-PM-013-01,FALSE,2,0.05,0.02,919,0,,,,0,,Fake Teeth only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Finitennis,HBG-NV-015-01,FALSE,0,1.2,0.48,,,0,0,0,0,,Finitennis sweets only Ł1.20. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Fish & Chips (White Chocolate),HBG-JR-046-01,TRUE,1,0.01,0.004,919,538,,,,,Fish and chip shaped white chocolate.,Fish & Chips (White Chocolate) only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,"Sugar, Vegetable Fat, Whey Powder, Wheat Flour, Emulsifier: Soya Lecithin",,,,,
Fizz Balls (Cherry),HBG-JR-047-01,TRUE,1,0.01,0.004,919,767,,,,,"Tangy, fizzy cherry flavoured balls dusted in a sugar coating.",Cherry Fizz Balls only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,1,"Sugar, Glucose Syrup, Bicarbonate of Soda, Malic Acid, Citric Acid, Colours: E122",,,,,
Fizz Balls (Fizzy Bubblegum),HBG-JR-047-02,TRUE,1,0.01,0.004,919,767,,,,,"Tangy, fizzy bubblegum flavoured balls dusted in a sugar coating.",Fizzy Bubblegum Balls only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,,1,"Sugar, Glucose Syrup, Bicarbonate of Soda, Malic Acid, Citric Acid, Colours: E129, E133",,,,,
Fizz Balls (Orange & Lemon),HBG-JR-047-03,TRUE,1,0.01,0.004,919,767,,,,,"Tangy, fizzy orange and lemon flavoured balls dusted in a sugar coating.",Orange & Lemon Fizz Balls only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,,1,"Sugar, Glucose, Sodium Bicarbonate, Malic Acid, Citric Acid, Flavour, Colours: E102, E129",,,,,
Fizz Balls (Raspberry),HBG-JR-047-04,TRUE,1,0.01,0.004,919,767,,,,,"Tangy, fizzy raspberry flavoured balls dusted in a sugar coating.",Raspberry Fizz Balls only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,1,1,1,,1,"Sugar, Glucose, Sodium Bicarbonate, Malic Acid, Citric Acid, Flavour, Colour: E133",,,,,
Fizz Balls (Watermelon & Apple),HBG-JR-047-05,TRUE,1,0.01,0.004,919,767,,,,,"Tangy, fizzy watermelon and apple flavoured balls dusted in a sugar coating.",Watermelon & Apple Fizz Balls only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,1,1,1,,1,"Sugar, Glucose Syrup, Bicarbonate of Soda, Malic Acid, Citric Acid, Colours: E102, E129, E133",,,,,
Fizz Whizz Popping Candy (Cherry),HBG-SI-021-02,FALSE,0,0.2,0.08,,,110,70,3,0,Cherry popping candy.,Cherry Fizz Whizz Popping candy only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,,"Sugar, Lactose, Glucose, Artificial Flavour, Carbon Dioxide E-290",,,,,
Fizz Whizz Popping Candy (Cola),HBG-SI-021-03,FALSE,0,0.2,0.08,,,110,70,3,0,Cola popping candy.,Cola Fizz Whizz Popping Candy only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,,"Sugar, Lactose, Glucose, Artificial Flavour, Carbon Dioxide E-290",,,,,
Fizz Whizz Popping Candy (Strawberry),HBG-SI-021-01,FALSE,0,0.2,0.08,,,110,70,3,0,Strawberry popping candy.,Strawberry Fizz Whizz Popping candy only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,,"Sugar, Lactose, Glucose, Artificial Flavour, Carbon Dioxide E-290",,,,,
Fizzy Belt (Blue),HBG-PM-014-02,FALSE,2,0.05,0.02,919,0,,,,0,,Blue Fizzy Belts only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,,,,,,
Fizzy Belt (Green),HBG-PM-014-01,FALSE,2,0.05,0.02,919,0,,,,0,,Fizzy Belt only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,1,1,,"Sugar, Wheat Flour, Invert Sugar Syrup, Glucose Syrup, Malic Acid, Citric Acid, Vegetable Fat, Acidity Regulator (Sodium Lactate), Salt, Flavourings, Emulsifier (Mono and Di-Gylcerides of Fatty Acids), Preservative (Potassium Sorbate), Colours (Quinoline Yellow, Brilliant Blue Fcf)",,,,,
Fizzy Belt (Rainbow),HBG-PM-014-03,FALSE,2,0.05,0.02,919,0,,,,0,,Rainbow Fizzy Belts only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Fizzy Belt (Red & Yellow),HBG-PM-014-04,FALSE,2,0.05,0.02,919,0,,,,0,,Red & Yellow Fizzy Belts only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,1,1,,,,,,
Fizzy Belt (Stripe),HBG-PM-014-05,FALSE,2,0.05,0.02,919,0,,,,0,,Striped Fizzy Belts only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Fizzy Belt (Turquoise),HBG-PM-014-06,FALSE,2,0.05,0.02,919,0,,,,0,,Turquoise Fizzy Belts only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Fizzy Bugs,HBG-PM-015-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Fizzy Bugs sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Fizzy Cable (Green),HBG-PM-016-01,FALSE,2,0.1,0.04,919,0,,,,0,,Green Fizzy Cable only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,1,1,1,,,,,,
Fizzy Cable (Red),HBG-PM-016-02,FALSE,2,0.1,0.04,919,0,,,,0,,Red Fizzy Cable only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,1,1,1,1,,,,,,
Fizzy Cola Bottles,HBG-PM-017-01,FALSE,2,0.01,0.004,919,0,,,,0,They’re fizzy and cola flavoured! The pick a mix gummy legend; fizzy sour bottle shaped sweets with a coating of sugar that are delightfully chewy.,Fizzy Cola Bottles sweets only 1p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,,,,
Fizzy Dummies,HBG-PM-018-01,FALSE,2,0.1,0.04,919,0,,,,0,,Fizzy Dummies sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
